Player,,Loan: start/end,Age,Nationality,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Luca Koleosho,In,No,18,Italy,Right Winger,"6,000,000",RCD Espanyol B,"Segunda Federación - Grupo III, Spain",Europe,Spain,Fourth Tier,Burnley,"Premier League, England",Top,England,First Tier,,3000000,1518
Luca Lipani,Inside,No,18,Italy,Defensive Midfield,"4,000,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Sassuolo,"Serie A, Italy",Top,Italy,First Tier,,8000000,1519
Luca Marrone,Out,No,33,Italy,Centre-Back,"200,000",Monza,"Serie A, Italy",Top,Italy,First Tier,Lecco,"Serie B, Italy",Europe,Italy,Second Tier,,0,1520
Luca Matarese,Out,No,25,Italy,Left Winger,"75,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Without Club,No league,-,-,No tier,,0,1521
Luca Mazzitelli,Inside,No,27,Italy,Defensive Midfield,"3,500,000",Monza,"Serie A, Italy",Top,Italy,First Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,?,1523
Luca Mazzitelli,Inside,End,27,Italy,Defensive Midfield,"3,500,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Monza,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,1522
Luca Moro,Inside,End,22,Italy,Centre-Forward,"2,800,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Sassuolo,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,1524
Luca Moro,Out,Start,22,Italy,Centre-Forward,"2,800,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,Spezia Calcio,"Serie B, Italy",Europe,Italy,Second Tier,,0,1525
Luca Pellegrini,Inside,End,24,Italy,Left-Back,"4,500,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,Juventus,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,1526
Luca Pellegrini,Inside,Start,24,Italy,Left-Back,"4,500,000",Juventus,"Serie A, Italy",Top,Italy,First Tier,Lazio,"Serie A, Italy",Top,Italy,First Tier,,0,1527
Luca Pfeiffer,Inside,Start,26,Germany,Centre-Forward,"1,700,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,,0,1528
Luca Ravanelli,Out,End,26,Italy,Centre-Back,"1,400,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Cremonese,"Serie B, Italy",Europe,Italy,Second Tier,"Jun 30, 2023",0,1529
Luca Unbehaun,Out,No,22,Germany,Goalkeeper,"650,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,SC Verl,"3. Liga, German",Europe,Germany,Third Tier,,0,1530
Luca Vido,Out,No,26,Italy,Centre-Forward,"700,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Reggiana,"Serie B, Italy",Europe,Italy,Second Tier,,?,1531
Luca Waldschmidt,Inside,Start,27,Germany,Centre-Forward,"3,000,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,,0,1532
Lucas Beltrán,In,No,22,Argentina,Centre-Forward,"12,000,000",River Plate,"Copa de la Liga Profesional de Fútbol, Argentina",Latin America,Argentina,League Cup,Fiorentina,"Serie A, Italy",Top,Italy,First Tier,,12000000,1533
Lucas Bergström,In,No,20,Finland,Goalkeeper,"500,000",Chelsea U21,"Premier League 2, England",Europe,England,Reserve League,Chelsea,"Premier League, England",Top,England,First Tier,,0,1534
Lucas Boyé,In,No,27,Argentina,Centre-Forward,"10,000,000",Elche CF,"LaLiga2, Spain",Europe,Spain,Second Tier,Granada CF,"LaLiga, Spain",Top,Spain,First Tier,,7000000,1535
Lucas Hernández,Inside,No,27,France,Centre-Back,"45,000,000",Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,,45000000,1536
Lucas Laux,In,No,20,Germany,Centre-Back,"175,000",FSV Mainz 05 II,"Regionalliga Südwest, German",Europe,Germany,Fourth Tier,1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,,0,1538
Lucas Laux,Out,Start,20,Germany,Centre-Back,"175,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,SV Sandhausen,"3. Liga, German",Europe,Germany,Third Tier,,0,1537
Lucas Lavallée,Out,Start,20,France,Goalkeeper,"300,000",Paris SG,"Ligue 1, France",Top,France,First Tier,USL Dunkerque,"Ligue 2, France",Europe,France,Second Tier,,0,1539
Lucas Margueron,Out,No,22,France,Goalkeeper,"150,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,RFC Seraing,"Challenger Pro League, Belgium",Europe,Belgium,Second Tier,,0,1540
Lucas Moura,Out,No,30,Brazil,Right Winger,"6,000,000",Tottenham,"Premier League, England",Top,England,First Tier,São Paulo,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,,0,1541
Lucas Pires,In,Start,22,Brazil,Left-Back,"1,500,000",Santos,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,,0,1542
Lucas Ribeiro,In,End,24,Brazil,Centre-Back,"1,200,000",Ceará SC,Campeonato Brasileiro Série B,Latin America,Brazil,Second Tier,TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,"Jul 1, 2023",0,1543
Lucas Ribeiro,Out,No,24,Brazil,Centre-Back,"1,200,000",TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,Ceará SC,Campeonato Brasileiro Série B,Latin America,Brazil,Second Tier,,0,1544
Lucas Tousart,In,No,26,France,Defensive Midfield,"9,000,000",Hertha BSC,"2. Bundesliga, German",Europe,Germany,Second Tier,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,2800000,1545
Ludovic Blas,Inside,No,25,France,Attacking Midfield,"20,000,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,Stade Rennais,"Ligue 1, France",Top,France,First Tier,,15000000,1546
Ludovic Butelle,In,No,40,France,Goalkeeper,"100,000",Red Star FC,"Championnat National, France",Europe,France,Third Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,0,1547
Ludovico Gelmi,Out,No,22,Italy,Goalkeeper,"150,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Atalanta U23,"Serie C - Girone A, Italy",Europe,Italy,Third Tier,,0,1548
Ludwig Augustinsson,Inside,End,29,Sweden,Left-Back,"2,500,000",RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,1549
Ludwig Augustinsson,Out,Start,29,Sweden,Left-Back,"2,500,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,RSC Anderlecht,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,,0,1550
Luigi Canotto,Out,Start,29,Italy,Right Winger,"900,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Cosenza,"Serie B, Italy",Europe,Italy,Second Tier,,0,1551
Luigi Samele,Out,Start,21,Italy,Centre-Forward,"150,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,Taranto,"Serie C - Girone C, Italy",Europe,Italy,Third Tier,,0,1552
Luigi Sepe,Inside,Start,32,Italy,Goalkeeper,"1,000,000",Salernitana,"Serie A, Italy",Top,Italy,First Tier,Lazio,"Serie A, Italy",Top,Italy,First Tier,,0,1553
Luis Binks,Out,Start,21,England,Centre-Back,"2,800,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Coventry,"Championship, England",Europe,England,Second Tier,,0,1554
Luis Hartwig,In,End,20,Germany,Centre-Forward,"350,000",SKN St. Pölten,"2. Liga, Austria",Europe,Austria,Second Tier,VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,1555
Luis Hartwig,Out,No,20,Germany,Centre-Forward,"350,000",VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,KV Oostende,"Challenger Pro League, Belgium",Europe,Belgium,Second Tier,,?,1556
Luis Henrique,In,End,22,Brazil,Left Winger,"6,000,000",Botafogo,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,"Dec 31, 2023",0,1557
Luís Maximiano,Inside,Start,24,Portugal,Goalkeeper,"6,000,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,UD Almería,"LaLiga, Spain",Top,Spain,First Tier,,500000,1558
Luis Sinisterra,In,Start,24,Colombia,Left Winger,"20,000,000",Leeds,"Championship, England",Europe,France,Second Tier,Bournemouth,"Premier League, England",Top,England,First Tier,,0,1560
Luis Sinisterra,Out,End,24,Colombia,Left Winger,"20,000,000",Bournemouth,"Premier League, England",Top,England,First Tier,Leeds,"Championship, England",Europe,England,Second Tier,"May 31, 2024",0,1559
Luis Suárez,Inside,End,25,Colombia,Centre-Forward,"8,000,000",UD Almería,"LaLiga, Spain",Top,Spain,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,1561
Luis Suárez,Inside,No,25,Colombia,Centre-Forward,"8,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,UD Almería,"LaLiga, Spain",Top,Spain,First Tier,,8000000,1562
Luismi Cruz,In,End,22,Spain,Right Winger,"450,000",Barça Atlètic,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,1563
Luismi Cruz,Out,Start,22,Spain,Right Winger,"450,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,CD Tenerife,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,1564
Luiz Felipe,Out,No,26,Italy,Centre-Back,"15,000,000",Real Betis,"LaLiga, Spain",Top,Spain,First Tier,Al-Ittihad Club,Saudi Pro League,Asia,Saudi Arabia,First Tier,,22000000,1565
Luka Bogdan,Out,No,27,Croatia,Centre-Back,"600,000",Salernitana,"Serie A, Italy",Top,Italy,First Tier,Ternana,"Serie B, Italy",Europe,Italy,Second Tier,,600000,1566
Luka Janes,In,No,19,Germany,Central Midfield,"200,000",Heidenheim U19,"A-Juniors Bundesliga South/Southwest, German",Europe,Germany,Youth League,Heidenheim,"Bundesliga, German",Top,Germany,First Tier,,0,1567
Luka Jović,Inside,No,25,Serbia,Centre-Forward,"8,000,000",Fiorentina,"Serie A, Italy",Top,Italy,First Tier,AC Milan,"Serie A, Italy",Top,Italy,First Tier,,0,1568
Luka Milivojevic,Out,No,32,Serbia,Defensive Midfield,"2,000,000",Crystal Palace,"Premier League, England",Top,England,First Tier,Shabab Al-Ahli,UAE Pro League,Asia,UAE,First Tier,,0,1569
Luka Romero,Inside,No,18,Argentina,Right Winger,"3,000,000",Lazio,"Serie A, Italy",Top,Italy,First Tier,AC Milan,"Serie A, Italy",Top,Italy,First Tier,,0,1570
Lukas Ambros,In,No,19,Czech Republic,Attacking Midfield,"200,000",Wolfsburg U19,"A-Junioren Bundesliga North/Northeast, German",Europe,Germany,Youth League,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,,0,1572
Lukas Ambros,Out,Start,19,Czech Republic,Attacking Midfield,"200,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,SC Freiburg II,"3. Liga, German",Europe,Germany,Third Tier,,0,1571
Lukas Daschner,In,No,24,Germany,Attacking Midfield,"1,500,000",FC St. Pauli,"2. Bundesliga, German",Europe,Germany,Second Tier,VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,,0,1573
Lukas Klitten,Out,No,23,Denmark,Left-Back,"300,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Hobro IK,"1.Division, Denmark",Europe,Denmark,Second Tier,,0,1574
Lukas Ullrich,In,No,19,Germany,Left-Back,"750,000",Hertha BSC II,"Regionalliga Northeast, German",Europe,Germany,Fourth Tier,Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,,0,1575
Lukas Vorlicky,Out,No,21,Czech Republic,Attacking Midfield,"100,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Atalanta U23,"Serie C - Girone A, Italy",Europe,Italy,Third Tier,,0,1576
Lukasz Poreba,Out,Start,23,Poland,Defensive Midfield,"2,000,000",Lens,"Ligue 1, France",Top,France,First Tier,Hamburger SV,"2. Bundesliga, German",Europe,Germany,Second Tier,,0,1577
Luke Cundle,In,End,22,England,Central Midfield,"3,000,000",Plymouth,"Championship, England",Europe,France,Second Tier,Wolves,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,1578
Luke Cundle,Out,Start,21,England,Central Midfield,"3,000,000",Wolves,"Premier League, England",Top,England,First Tier,Plymouth,"Championship, England",Europe,England,Second Tier,,0,1579
Luke Freeman,Out,No,31,England,Attacking Midfield,"600,000",Luton,"Premier League, England",Top,England,First Tier,Without Club,No league,-,-,No tier,,0,1580
Luke Harris,In,No,18,Wales,Attacking Midfield,"1,000,000",Fulham U21,"Premier League 2, England",Europe,England,Reserve League,Fulham,"Premier League, England",Top,England,First Tier,,0,1581
Luke McNally,In,End,24,Ireland,Centre-Back,"2,200,000",Stoke City,"Championship, England",Europe,France,Second Tier,Burnley,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,1582
Luke McNally,Out,Start,23,Ireland,Centre-Back,"2,200,000",Burnley,"Premier League, England",Top,England,First Tier,Stoke City,"Championship, England",Europe,England,Second Tier,,0,1583
Luke Plange,In,End,21,England,Centre-Forward,"1,000,000",Carlisle United,"League One, England",Europe,England,Third Tier,Crystal Palace,"Premier League, England",Top,England,First Tier,"Jan 14, 2024",0,1584
Luke Plange,Out,Start,20,England,Centre-Forward,"1,000,000",Crystal Palace,"Premier League, England",Top,England,First Tier,Carlisle United,"League One, England",Europe,England,Third Tier,,0,1585
Luke Thomas,In,Start,22,England,Left-Back,"12,000,000",Leicester,"Championship, England",Europe,France,Second Tier,Sheff Utd,"Premier League, England",Top,England,First Tier,,0,1587
Luke Thomas,Out,End,22,England,Left-Back,"12,000,000",Sheff Utd,"Premier League, England",Top,England,First Tier,Leicester,"Championship, England",Europe,England,Second Tier,"May 31, 2024",0,1586
Lyle Taylor,Out,No,33,Montserrat,Centre-Forward,"300,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Without Club,No league,-,-,No tier,,0,1588
Lys Mousset,In,End,27,France,Centre-Forward,"1,000,000",Nîmes Olympique,"Championnat National, France",Europe,France,Third Tier,VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,1589
M'Bala Nzola,In,No,26,Angola,Centre-Forward,"10,000,000",Spezia Calcio,"Serie B, Italy",Europe,Italy,Second Tier,Fiorentina,"Serie A, Italy",Top,Italy,First Tier,,10000000,1590
Mads Andersen,In,No,25,Denmark,Centre-Back,"3,000,000",Barnsley FC,"League One, England",Europe,England,Third Tier,Luton,"Premier League, England",Top,England,First Tier,,3500000,1591
Mads Bech Sörensen,In,End,24,Denmark,Centre-Back,"2,500,000",FC Groningen,"KeEnglanden Kampioen Divisie, Netherlands",Europe,Netherlands,Second Tier,Brentford,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,1592
Mads Bech Sörensen,Out,No,24,Denmark,Centre-Back,"2,500,000",Brentford,"Premier League, England",Top,England,First Tier,FC Midtjylland,"Superligaen, Denmark",Europe,Denmark,First Tier,,?,1593
Mads Bidstrup,In,End,22,Denmark,Central Midfield,"7,500,000",Nordsjaelland,"Superligaen, Denmark",Europe,Denmark,First Tier,Brentford,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,1594
Mads Bidstrup,Out,No,22,Denmark,Central Midfield,"7,500,000",Brentford,"Premier League, England",Top,England,First Tier,RB Salzburg,"Bundesliga, Austria",Europe,Austria,First Tier,,6000000,1595
Maduka Okoye,In,No,23,Nigeria,Goalkeeper,"2,000,000",Watford,"Championship, England",Europe,France,Second Tier,Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,,?,1596
Mady Camara,Out,End,26,Guinea,Central Midfield,"8,000,000",AS Roma,"Serie A, Italy",Top,Italy,First Tier,Olympiacos,"Super League 1, Greece",Europe,Greece,First Tier,"Jun 30, 2023",0,1597
Magnus Warming,Inside,End,23,Denmark,Left Winger,"700,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,Torino,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,1598
Magnus Warming,Out,No,23,Denmark,Left Winger,"700,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Brann,"Eliteserien, Norway",Europe,Norway,First Tier,,650000,1599
Mahdi Camara,In,No,25,France,Central Midfield,"3,000,000",Saint-Étienne,"Ligue 2, France",Europe,France,Second Tier,Stade Brestois,"Ligue 1, France",Top,France,First Tier,,3000000,1601
Mahdi Camara,Out,End,25,France,Central Midfield,"3,000,000",Stade Brestois,"Ligue 1, France",Top,France,First Tier,Saint-Étienne,"Ligue 2, France",Europe,France,Second Tier,"Jun 30, 2023",0,1600
Mahmoud Dahoud,Inside,No,27,Germany,Central Midfield,"12,000,000",Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,Brighton,"Premier League, England",Top,England,First Tier,,0,1602
Maïdine Douane,In,End,21,Algeria,Attacking Midfield,"250,000",RFC Seraing,"Challenger Pro League, Belgium",Europe,Belgium,Second Tier,FC Metz,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2024",0,1603
Maïdine Douane,Out,Start,20,Algeria,Attacking Midfield,"250,000",FC Metz,"Ligue 1, France",Top,France,First Tier,RFC Seraing,"Challenger Pro League, Belgium",Europe,Belgium,Second Tier,,0,1604
Malang Sarr,Inside,End,24,France,Centre-Back,"6,000,000",Monaco,"Ligue 1, France",Top,France,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,1605
Malick Mbaye,In,No,19,Senegal,Right Winger,"150,000",FC Metz B,"Championnat National 3 - Groupe I, France",Europe,France,Fifth Tier,FC Metz,"Ligue 1, France",Top,France,First Tier,,0,1606
Malick Sanogo,In,No,19,United States,Centre-Forward,0,U. Berlin U19,"A-Junioren Bundesliga North/Northeast, German",Europe,Germany,Youth League,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,0,1608
Malick Sanogo,Out,No,19,United States,Centre-Forward,0,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,Nuremberg II,"Regionalliga Bayern, German",Europe,German,Fourth Tier,,?,1607
Malik Tillman,In,End,21,France,Attacking Midfield,"5,000,000",Rangers,Scottish Premiership,Europe,Scotland,First Tier,Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,1609
Malik Tillman,Out,Start,21,France,Attacking Midfield,"5,000,000",Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,PSV Eindhoven,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,1000000,1610
Malo Gusto,Inside,End,20,France,Right-Back,"25,000,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,1611
Mama Baldé,In,Start,27,Guinea-Bissau,Centre-Forward,"8,000,000",Troyes,"Ligue 2, France",Europe,France,Second Tier,Olympique Lyon,"Ligue 1, France",Top,France,First Tier,,2000000,1612
Mamadou Camara,Out,Start,20,Senegal,Central Midfield,"250,000",Lens,"Ligue 1, France",Top,France,First Tier,AS Nancy,"Championnat National, France",Europe,France,Third Tier,,0,1613
Mamadou Coulibaly,Out,Start,24,Senegal,Central Midfield,"1,300,000",Salernitana,"Serie A, Italy",Top,Italy,First Tier,Palermo,"Serie B, Italy",Europe,Italy,Second Tier,,0,1614
Mamadou Sarr,In,No,17,France,Centre-Back,"1,000,000",Olymp. Lyon B,"Championnat National 3 - Groupe K, France",Europe,France,Fifth Tier,Olympique Lyon,"Ligue 1, France",Top,France,First Tier,,0,1615
Mamadou Sylla,Out,No,29,Senegal,Centre-Forward,"1,000,000",Alavés,"LaLiga, Spain",Top,Spain,First Tier,Real Valladolid,"LaLiga2, Spain",Europe,Spain,Second Tier,,?,1616
Mamady Bangré,In,End,22,Burkina Faso,Left Midfield,"1,000,000",QRM,"Ligue 2, France",Europe,France,Second Tier,Toulouse,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,1617
Manolo Portanova,Out,Start,23,Italy,Central Midfield,"400,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Reggiana,"Serie B, Italy",Europe,Italy,Second Tier,,0,1618
Manor Solomon,In,No,23,Israel,Left Winger,"18,000,000",Shakhtar D.,"Premier Liga, Ukraine",Europe,Ukraine,First Tier,Tottenham,"Premier League, England",Top,England,First Tier,,0,1620
Manor Solomon,Out,End,23,Israel,Left Winger,"18,000,000",Fulham,"Premier League, England",Top,England,First Tier,Shakhtar D.,"Premier Liga, Ukraine",Europe,Ukraine,First Tier,"Jun 30, 2023",0,1619
Manu Morlanes,Inside,End,24,Spain,Central Midfield,"4,000,000",RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,Villarreal,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,1621
Manu Morlanes,Inside,No,24,Spain,Central Midfield,"4,000,000",Villarreal,"LaLiga, Spain",Top,Spain,First Tier,RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,,2500000,1622
Manu Sánchez,Inside,No,22,Spain,Left-Back,"10,000,000",Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,,0,1624
Manu Sánchez,Inside,End,22,Spain,Left-Back,"10,000,000",CA Osasuna,"LaLiga, Spain",Top,Spain,First Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,1623
Manu Vallejo,In,End,26,Spain,Second Striker,"2,400,000",Real Oviedo,"LaLiga2, Spain",Europe,Spain,Second Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,1625
Manu Vallejo,Out,Start,26,Spain,Second Striker,"2,400,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Real Zaragoza,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,1626
